SK_ID_CURR,TARGET
100001,0.06505115350365896
100005,0.1264008628620722
100013,0.08123883481753814
100028,0.061509363614455005
100038,0.12830764326246152
100042,0.05589356265430255
100057,0.08303505659957819
100065,0.12547014945404755
100066,0.05035906244185301
100067,0.10329456967704863
100074,0.06324561358749245
100090,0.11512749959390199
100091,0.11715822104511228
100092,0.09810110738049091
100106,0.15582105555336925
100107,0.11181272003296612
100109,0.0985698236443114
100117,0.07621643925456383
100128,0.07349350185004862
100141,0.08792808085047807
100150,0.07549698001080203
100168,0.0649948468652681
100169,0.04432495822613236
100170,0.08690339091889719
100171,0.09982796639888068
100172,0.12153726652090698
100184,0.07391717210447454
100187,0.06173908150778883
100212,0.08580741486609235
100222,0.08476303380360349
100223,0.06309495139766641
100232,0.07324641756621235
100241,0.1411894160301818
100245,0.07944665703269002
100253,0.06144341107720488
100256,0.09450552250060652
100271,0.05483319047297363
100278,0.10646984965464187
100280,0.07066897821557816
100306,0.1538884559946223
100311,0.10708583173122707
100312,0.0635420641177886
100330,0.07495907404325679
100331,0.08947734436037068
100352,0.09284457873378958
100358,0.09300646295957904
100367,0.08562889481562194
100382,0.08528106471159601
100384,0.07421528114337463
100385,0.11568043013464616
100386,0.09037798935695132
100399,0.0718016916327755
100404,0.06926376142877252
100416,0.07177980818878779
100422,0.12102744691321068
100426,0.0794346542050855
100438,0.06845415904714293
100444,0.11472582332051408
100445,0.12338752376867863
100446,0.11718791412933052
100447,0.06484685933662429
100450,0.073684897940814
100466,0.08577776882932904
100483,0.07288528331888565
100484,0.052560838077373676
100494,0.08403868913148663
100510,0.1255061236427395
100512,0.0595509168464727
100517,0.0695516998008002
100548,0.05836370540743317
100551,0.0700706644788238
100552,0.1256188788202177
100553,0.08592070699338528
100561,0.09290545248633339
100568,0.12349820383732121
100569,0.06932599505218809
100591,0.09532500450649677
100592,0.04786700047993433
100602,0.10761530978210726
100607,0.0791573375212147
100613,0.08342402592094021
100617,0.07819070190652505
100618,0.09140864410334729
100622,0.16354194746655257
100625,0.12431263176237177
100677,0.08352778474211335
100699,0.0767066057291197
100702,0.13677986299869777
100711,0.0841467321255717
100729,0.13700498689615473
100740,0.1181603328716478
100744,0.10482654720052284
100745,0.10250459482496352
100747,0.1000602256322179
100751,0.11105572463681845
100752,0.08554727492674787
100753,0.145713595978099
100754,0.09584956063196268
100760,0.10778869724450375
100762,0.09414765932663512
100763,0.07689646213231559
100765,0.07605647559910436
100770,0.10165115911132172
100772,0.08600916255940491
100777,0.08513413574717511
100791,0.06889436622965482
100792,0.05947658166287271
